prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
256,0,128,1024,1495.36
256,0,128,2048,4545.46
256,0,128,4096,9062.29
256,0,128,8192,18051.5
256,0,128,16384,36088
256,16,0,0,18.5583
256,16,1,16,25.1083
256,16,1,32,25.0973
256,16,1,64,25.1293
256,16,1,128,27.2097
256,16,1,256,27.8913
256,16,1,512,35.52
256,16,1,1024,51.047
256,16,1,2048,82.0003
256,16,1,4096,143.961
256,16,1,8192,268.55
256,16,1,16384,521.8
256,16,2,16,26.196
256,16,2,32,26.121
256,16,2,64,26.2483
256,16,2,128,28.5953
256,16,2,256,30.356
256,16,2,512,38.1737
256,16,2,1024,53.887
256,16,2,2048,84.894
256,16,2,4096,146.907
256,16,2,8192,271.594
256,16,2,16384,522.844
256,16,4,16,30.5587
256,16,4,32,30.622
256,16,4,64,30.9427
256,16,4,128,32.7023
256,16,4,256,34.633
256,16,4,512,48.2633
256,16,4,1024,78.8747
256,16,4,2048,137.667
256,16,4,4096,200.854
256,16,4,8192,325.806
256,16,4,16384,575.261
256,16,8,16,36.894
256,16,8,32,37.022
256,16,8,64,37.4163
256,16,8,128,42.9203
256,16,8,256,49.1273
256,16,8,512,70.0753
256,16,8,1024,115.589
256,16,8,2048,191.722
256,16,8,4096,317.029
256,16,8,8192,565.249
256,16,8,16384,1071.76
256,16,16,16,49.5553
256,16,16,32,49.5767
256,16,16,64,50.2483
256,16,16,128,63.0273
256,16,16,256,77.4577
256,16,16,512,113.286
256,16,16,1024,189.187
256,16,16,2048,318.844
256,16,16,4096,570.369
256,16,16,8192,1076.82
256,16,16,16384,2091.13
256,16,32,16,74.2797
256,16,32,32,74.717
256,16,32,64,75.389
256,16,32,128,101.852
256,16,32,256,133.926
256,16,32,512,200.622
256,16,32,1024,337.238
256,16,32,2048,587.545
256,16,32,4096,1089.26
256,16,32,8192,2111.84
256,16,32,16384,4140.73
256,16,64,16,122.472
256,16,64,32,123.377
256,16,64,64,125.074
256,16,64,128,181.81
256,16,64,256,251.258
256,16,64,512,395.747
256,16,64,1024,666.132
256,16,64,2048,1195.72
256,16,64,4096,2350.15
256,16,64,8192,4628.46
256,16,64,16384,9566.66
256,16,128,16,219.404
256,16,128,32,220.979
256,16,128,64,224.179
256,16,128,128,344.443
256,16,128,256,499.974
256,16,128,512,833.559
256,16,128,1024,1497.73
256,16,128,2048,4548.83
256,16,128,4096,9065.06
256,16,128,8192,18041.6
256,16,128,16384,36049
256,32,0,0,18.858
256,32,1,16,25.2257
256,32,1,32,25.2257
256,32,1,64,25.1403
256,32,1,128,27.3377
256,32,1,256,28.0637
256,32,1,512,35.4433
256,32,1,1024,51.0487
256,32,1,2048,82.055
256,32,1,4096,144.44
256,32,1,8192,268.597
256,32,1,16384,521.796
256,32,2,16,26.1
256,32,2,32,26.3553
256,32,2,64,26.3133
256,32,2,128,28.4887
256,32,2,256,30.1853
256,32,2,512,38.0267
256,32,2,1024,53.6083
256,32,2,2048,84.6563
256,32,2,4096,147.171
256,32,2,8192,271.43
256,32,2,16384,522.769
256,32,4,16,30.5153
256,32,4,32,30.548
256,32,4,64,31.06
256,32,4,128,32.8087
256,32,4,256,34.7187
256,32,4,512,48.3283
256,32,4,1024,78.6943
256,32,4,2048,138.242
256,32,4,4096,200.437
256,32,4,8192,325.319
256,32,4,16384,575.238
256,32,8,16,37.0967
256,32,8,32,37.1293
256,32,8,64,37.2353
256,32,8,128,42.974
256,32,8,256,49.0533
256,32,8,512,69.917
256,32,8,1024,115.408
256,32,8,2048,191.352
256,32,8,4096,317.437
256,32,8,8192,565.738
256,32,8,16384,1073.3
256,32,16,16,49.5447
256,32,16,32,49.854
256,32,16,64,50.2797
256,32,16,128,62.9303
256,32,16,256,77.458
256,32,16,512,113.146
256,32,16,1024,189.025
256,32,16,2048,319.549
256,32,16,4096,570.372
256,32,16,8192,1076.32
256,32,16,16384,2092.46
256,32,32,16,74.3337
256,32,32,32,74.78
256,32,32,64,75.507
256,32,32,128,102.033
256,32,32,256,133.638
256,32,32,512,200.804
256,32,32,1024,337.269
256,32,32,2048,587.441
256,32,32,4096,1089.13
256,32,32,8192,2112.02
256,32,32,16384,4146.67
256,32,64,16,122.664
256,32,64,32,123.443
256,32,64,64,125.192
256,32,64,128,182.268
256,32,64,256,250.983
256,32,64,512,395.527
256,32,64,1024,665.909
256,32,64,2048,1194.24
256,32,64,4096,2351.91
256,32,64,8192,4618.03
256,32,64,16384,9605.79
256,32,128,16,219.336
256,32,128,32,220.957
256,32,128,64,223.966
256,32,128,128,344.774
256,32,128,256,500.763
256,32,128,512,830.637
256,32,128,1024,1497.03
256,32,128,2048,4550.52
256,32,128,4096,9058.14
256,32,128,8192,18071.3
256,32,128,16384,36061
256,64,0,0,19.028
256,64,1,16,25.173
256,64,1,32,25.1933
256,64,1,64,25.3327
256,64,1,128,27.5827
256,64,1,256,28.126
256,64,1,512,35.508
256,64,1,1024,50.9843
256,64,1,2048,82.016
256,64,1,4096,144.247
256,64,1,8192,268.204
256,64,1,16384,521.651
256,64,2,16,26.6007
256,64,2,32,26.4087
256,64,2,64,26.548
256,64,2,128,28.4997
256,64,2,256,30.3757
256,64,2,512,38.3333
256,64,2,1024,53.7147
256,64,2,2048,84.9547
256,64,2,4096,147.086
256,64,2,8192,271.868
256,64,2,16384,522.778
256,64,4,16,30.8257
256,64,4,32,30.8467
256,64,4,64,31.0587
256,64,4,128,32.9253
256,64,4,256,34.7727
256,64,4,512,48.2643
256,64,4,1024,78.854
256,64,4,2048,138.532
256,64,4,4096,201.291
256,64,4,8192,325.673
256,64,4,16384,576.175
256,64,8,16,37.0213
256,64,8,32,37.1823
256,64,8,64,37.4273
256,64,8,128,43.2083
256,64,8,256,49.0853
256,64,8,512,70.14
256,64,8,1024,115.493
256,64,8,2048,191.37
256,64,8,4096,317.064
256,64,8,8192,564.948
256,64,8,16384,1071.8
256,64,16,16,49.683
256,64,16,32,49.6727
256,64,16,64,50.376
256,64,16,128,63.0263
256,64,16,256,77.3517
256,64,16,512,113.371
256,64,16,1024,189.057
256,64,16,2048,319.988
256,64,16,4096,569.849
256,64,16,8192,1076.09
256,64,16,16384,2088.38
256,64,32,16,74.5453
256,64,32,32,74.75
256,64,32,64,75.5173
256,64,32,128,102.184
256,64,32,256,133.797
256,64,32,512,200.707
256,64,32,1024,336.962
256,64,32,2048,586.202
256,64,32,4096,1088.32
256,64,32,8192,2111.39
256,64,32,16384,4145.75
256,64,64,16,122.719
256,64,64,32,123.562
256,64,64,64,125.128
256,64,64,128,181.948
256,64,64,256,251.12
256,64,64,512,396.333
256,64,64,1024,665.809
256,64,64,2048,1195.22
256,64,64,4096,2352.94
256,64,64,8192,4628.18
256,64,64,16384,10934.2
256,64,128,16,219.488
256,64,128,32,220.861
256,64,128,64,224.329
256,64,128,128,344.465
256,64,128,256,500.346
256,64,128,512,832.782
256,64,128,1024,1496.78
256,64,128,2048,4548.58
256,64,128,4096,9060.9
256,64,128,8192,18025.2
256,64,128,16384,36081.9
256,128,0,0,19.2093
256,128,1,16,28.3723
256,128,1,32,28.4247
256,128,1,64,28.3397
256,128,1,128,28.969
256,128,1,256,29.5453
256,128,1,512,36.927
256,128,1,1024,52.7437
256,128,1,2048,83.9637
256,128,1,4096,146.256
256,128,1,8192,271.239
256,128,1,16384,521.992
256,128,2,16,28.8193
256,128,2,32,28.7033
256,128,2,64,28.8837
256,128,2,128,29.9077
256,128,2,256,32.2753
256,128,2,512,40.2007
256,128,2,1024,55.9437
256,128,2,2048,87.1313
256,128,2,4096,149.324
256,128,2,8192,273.931
256,128,2,16384,525.212
256,128,4,16,32.3283
256,128,4,32,32.372
256,128,4,64,32.3397
256,128,4,128,34.3007
256,128,4,256,36.9477
256,128,4,512,49.171
256,128,4,1024,79.2167
256,128,4,2048,141.457
256,128,4,4096,211.124
256,128,4,8192,336.091
256,128,4,16384,585.939
256,128,8,16,38.8777
256,128,8,32,39.0273
256,128,8,64,39.294
256,128,8,128,45.4487
256,128,8,256,52.1573
256,128,8,512,71.0573
256,128,8,1024,115.824
256,128,8,2048,197.013
256,128,8,4096,322.809
256,128,8,8192,574.015
256,128,8,16384,1077.92
256,128,16,16,51.55
256,128,16,32,51.7523
256,128,16,64,52.2747
256,128,16,128,65.6503
256,128,16,256,80.1993
256,128,16,512,114.641
256,128,16,1024,189.88
256,128,16,2048,324.232
256,128,16,4096,574.348
256,128,16,8192,1081.7
256,128,16,16384,2095.84
256,128,32,16,76.339
256,128,32,32,76.723
256,128,32,64,77.361
256,128,32,128,104.689
256,128,32,256,136.711
256,128,32,512,202.201
256,128,32,1024,338.838
256,128,32,2048,592.473
256,128,32,4096,1091.76
256,128,32,8192,2114.27
256,128,32,16384,4149.11
256,128,64,16,124.83
256,128,64,32,125.683
256,128,64,64,127.112
256,128,64,128,184.509
256,128,64,256,254.736
256,128,64,512,396.846
256,128,64,1024,668.67
256,128,64,2048,1196.76
256,128,64,4096,2359.17
256,128,64,8192,4648.2
256,128,64,16384,11087.3
256,128,128,16,221.501
256,128,128,32,223.102
256,128,128,64,226.387
256,128,128,128,347.412
256,128,128,256,500.773
256,128,128,512,829.689
256,128,128,1024,1495.82
256,128,128,2048,4550.94
256,128,128,4096,9060.75
256,128,128,8192,18072
256,128,128,16384,36076
256,256,0,0,23.4873
256,256,1,16,36.116
256,256,1,32,36.1577
256,256,1,64,36.095
256,256,1,128,36.2333
256,256,1,256,36.799
256,256,1,512,41.064
256,256,1,1024,56.681
256,256,1,2048,87.9317
256,256,1,4096,150.008
256,256,1,8192,274.359
256,256,1,16384,524.338
256,256,2,16,36.3187
256,256,2,32,36.179
256,256,2,64,36.3387
256,256,2,128,36.596
256,256,2,256,37.3203
256,256,2,512,44.2247
256,256,2,1024,59.9533
256,256,2,2048,91.0457
256,256,2,4096,153.389
256,256,2,8192,278.118
256,256,2,16384,529.362
256,256,4,16,38.3123
256,256,4,32,38.441
256,256,4,64,38.5257
256,256,4,128,41.684
256,256,4,256,42.1317
256,256,4,512,52.648
256,256,4,1024,79.6377
256,256,4,2048,141.655
256,256,4,4096,233.695
256,256,4,8192,358.427
256,256,4,16384,607.336
256,256,8,16,45.3093
256,256,8,32,45.566
256,256,8,64,45.6513
256,256,8,128,52.392
256,256,8,256,57.8737
256,256,8,512,73.9483
256,256,8,1024,116.516
256,256,8,2048,208.598
256,256,8,4096,337.073
256,256,8,8192,586.728
256,256,8,16384,1090.95
256,256,16,16,58.4607
256,256,16,32,58.592
256,256,16,64,58.9627
256,256,16,128,72.423
256,256,16,256,85.415
256,256,16,512,117.605
256,256,16,1024,190.872
256,256,16,2048,335.955
256,256,16,4096,586.168
256,256,16,8192,1092.15
256,256,16,16384,2105.47
256,256,32,16,83.3683
256,256,32,32,83.837
256,256,32,64,84.616
256,256,32,128,111.793
256,256,32,256,141.051
256,256,32,512,205.637
256,256,32,1024,340.736
256,256,32,2048,602.503
256,256,32,4096,1102.79
256,256,32,8192,2122.82
256,256,32,16384,4157.55
256,256,64,16,132.061
256,256,64,32,132.957
256,256,64,64,134.44
256,256,64,128,191.335
256,256,64,256,258.799
256,256,64,512,399.555
256,256,64,1024,675.574
256,256,64,2048,1206.88
256,256,64,4096,2361.83
256,256,64,8192,4615.95
256,256,64,16384,9582.63
256,256,128,16,229.032
256,256,128,32,230.696
256,256,128,64,233.758
256,256,128,128,351.015
256,256,128,256,503.334
256,256,128,512,827.833
256,256,128,1024,1497.23
256,256,128,2048,4553.88
256,256,128,4096,9063.87
256,256,128,8192,18038.1
256,256,128,16384,36078
256,512,0,0,31.7953
256,512,1,16,47.338
256,512,1,32,47.1127
256,512,1,64,47.529
256,512,1,128,51.5387
256,512,1,256,51.805
256,512,1,512,52.5413
256,512,1,1024,64.5087
256,512,1,2048,95.5407
256,512,1,4096,157.889
256,512,1,8192,282.224
256,512,1,16384,531.622
256,512,2,16,51.4317
256,512,2,32,51.368
256,512,2,64,51.3777
256,512,2,128,51.6023
256,512,2,256,52.4557
256,512,2,512,53.5237
256,512,2,1024,67.9027
256,512,2,2048,99.0903
256,512,2,4096,161.371
256,512,2,8192,286.082
256,512,2,16384,536.98
256,512,4,16,52.3597
256,512,4,32,52.456
256,512,4,64,52.723
256,512,4,128,53.725
256,512,4,256,57.6613
256,512,4,512,57.5623
256,512,4,1024,83.269
256,512,4,2048,142.756
256,512,4,4096,268.157
256,512,4,8192,404.037
256,512,4,16384,654.48
256,512,8,16,58.2257
256,512,8,32,58.483
256,512,8,64,58.5887
256,512,8,128,64.9567
256,512,8,256,72.0387
256,512,8,512,81.372
256,512,8,1024,118.927
256,512,8,2048,210.452
256,512,8,4096,368.891
256,512,8,8192,619.452
256,512,8,16384,1121.08
256,512,16,16,71.2493
256,512,16,32,71.4737
256,512,16,64,71.9223
256,512,16,128,86.1933
256,512,16,256,100.07
256,512,16,512,127.194
256,512,16,1024,194.816
256,512,16,2048,347.251
256,512,16,4096,609.449
256,512,16,8192,1117.24
256,512,16,16384,2125.51
256,512,32,16,97.051
256,512,32,32,97.6493
256,512,32,64,98.13
256,512,32,128,126.268
256,512,32,256,155.152
256,512,32,512,215.437
256,512,32,1024,345.855
256,512,32,2048,620.847
256,512,32,4096,1126.05
256,512,32,8192,2142.37
256,512,32,16384,4169.36
256,512,64,16,146.375
256,512,64,32,147.325
256,512,64,64,148.893
256,512,64,128,206.119
256,512,64,256,269.605
256,512,64,512,408.097
256,512,64,1024,682.524
256,512,64,2048,1218.78
256,512,64,4096,2365.33
256,512,64,8192,4633.39
256,512,64,16384,9588.32
256,512,128,16,243.947
256,512,128,32,245.597
256,512,128,64,248.551
256,512,128,128,364.701
256,512,128,256,514.128
256,512,128,512,817.273
256,512,128,1024,1489.57
256,512,128,2048,4564.98
256,512,128,4096,9070.88
256,512,128,8192,18084.1
256,512,128,16384,36085.7
256,1024,0,0,48.1037
256,1024,1,16,63.1557
256,1024,1,32,63.207
256,1024,1,64,63.548
256,1024,1,128,74.077
256,1024,1,256,82.747
256,1024,1,512,83.3143
256,1024,1,1024,84.465
256,1024,1,2048,111.961
256,1024,1,4096,174.403
256,1024,1,8192,299.013
256,1024,1,16384,547.868
256,1024,2,16,69.5113
256,1024,2,32,69.7257
256,1024,2,64,70.0333
256,1024,2,128,83.056
256,1024,2,256,82.8657
256,1024,2,512,83.654
256,1024,2,1024,84.668
256,1024,2,2048,114.756
256,1024,2,4096,177.078
256,1024,2,8192,302.078
256,1024,2,16384,552.604
256,1024,4,16,81.0743
256,1024,4,32,81.3617
256,1024,4,64,81.6383
256,1024,4,128,83.409
256,1024,4,256,84.7843
256,1024,4,512,88.592
256,1024,4,1024,88.4647
256,1024,4,2048,146.413
256,1024,4,4096,268.328
256,1024,4,8192,496.19
256,1024,4,16384,746.458
256,1024,8,16,85.2963
256,1024,8,32,85.2337
256,1024,8,64,85.627
256,1024,8,128,92.443
256,1024,8,256,99.9203
256,1024,8,512,111.034
256,1024,8,1024,128.314
256,1024,8,2048,213.163
256,1024,8,4096,397.646
256,1024,8,8192,679.838
256,1024,8,16384,1182.2
256,1024,16,16,96.8707
256,1024,16,32,96.817
256,1024,16,64,97.1257
256,1024,16,128,112.326
256,1024,16,256,128.069
256,1024,16,512,154.201
256,1024,16,1024,204.758
256,1024,16,2048,351.793
256,1024,16,4096,655.882
256,1024,16,8192,1161.91
256,1024,16,16384,2177.47
256,1024,32,16,123.472
256,1024,32,32,123.824
256,1024,32,64,124.956
256,1024,32,128,153.925
256,1024,32,256,183.973
256,1024,32,512,240.609
256,1024,32,1024,357.121
256,1024,32,2048,627.607
256,1024,32,4096,1174.27
256,1024,32,8192,2183.14
256,1024,32,16384,4203.69
256,1024,64,16,174.258
256,1024,64,32,175.174
256,1024,64,64,176.828
256,1024,64,128,234.566
256,1024,64,256,298.767
256,1024,64,512,430.21
256,1024,64,1024,696.3
256,1024,64,2048,1295.7
256,1024,64,4096,2386.85
256,1024,64,8192,4651.83
256,1024,64,16384,9471.07
256,1024,128,16,272.893
256,1024,128,32,274.345
256,1024,128,64,277.597
256,1024,128,128,393.788
256,1024,128,256,538.47
256,1024,128,512,840.313
256,1024,128,1024,1485.28
256,1024,128,2048,4565.76
256,1024,128,4096,9075.64
256,1024,128,8192,18049.5
256,1024,128,16384,36100.8
256,2048,0,0,79.731
256,2048,1,16,94.3527
256,2048,1,32,94.6843
256,2048,1,64,94.5443
256,2048,1,128,105.381
256,2048,1,256,116.668
256,2048,1,512,139.565
256,2048,1,1024,145.403
256,2048,1,2048,147.673
256,2048,1,4096,206.259
256,2048,1,8192,330.996
256,2048,1,16384,580.784
256,2048,2,16,100.703
256,2048,2,32,100.658
256,2048,2,64,100.967
256,2048,2,128,115.497
256,2048,2,256,130.332
256,2048,2,512,144.769
256,2048,2,1024,145.851
256,2048,2,2048,147.834
256,2048,2,4096,208.152
256,2048,2,8192,333.259
256,2048,2,16384,583.536
256,2048,4,16,112.359
256,2048,4,32,112.609
256,2048,4,64,112.601
256,2048,4,128,131.054
256,2048,4,256,145.177
256,2048,4,512,145.689
256,2048,4,1024,151.14
256,2048,4,2048,150.05
256,2048,4,4096,272.528
256,2048,4,8192,521.887
256,2048,4,16384,934.161
256,2048,8,16,136.645
256,2048,8,32,137.111
256,2048,8,64,137.724
256,2048,8,128,146.553
256,2048,8,256,149.197
256,2048,8,512,166.404
256,2048,8,1024,188.087
256,2048,8,2048,220.876
256,2048,8,4096,402.343
256,2048,8,8192,772.41
256,2048,8,16384,1309.27
256,2048,16,16,151.417
256,2048,16,32,151.535
256,2048,16,64,151.811
256,2048,16,128,164.579
256,2048,16,256,176.516
256,2048,16,512,210.22
256,2048,16,1024,263.136
256,2048,16,2048,360.966
256,2048,16,4096,665.93
256,2048,16,8192,1258.36
256,2048,16,16384,2280.13
256,2048,32,16,175.226
256,2048,32,32,175.289
256,2048,32,64,175.994
256,2048,32,128,205.678
256,2048,32,256,236.844
256,2048,32,512,298.349
256,2048,32,1024,413.737
256,2048,32,2048,638.479
256,2048,32,4096,1233.3
256,2048,32,8192,2307.97
256,2048,32,16384,4335.04
256,2048,64,16,226.226
256,2048,64,32,227.239
256,2048,64,64,228.847
256,2048,64,128,289.478
256,2048,64,256,355.124
256,2048,64,512,489.004
256,2048,64,1024,742.932
256,2048,64,2048,1432.48
256,2048,64,4096,3272.92
256,2048,64,8192,4882.06
256,2048,64,16384,9467.48
256,2048,128,16,328.861
256,2048,128,32,329.99
256,2048,128,64,333.394
256,2048,128,128,451.985
256,2048,128,256,590.951
256,2048,128,512,884.824
256,2048,128,1024,1521.15
256,2048,128,2048,4590.34
256,2048,128,4096,9096.91
256,2048,128,8192,18094
256,2048,128,16384,36090.1
256,4096,0,0,142.689
256,4096,1,16,156.87
256,4096,1,32,156.931
256,4096,1,64,156.934
256,4096,1,128,167.533
256,4096,1,256,179.553
256,4096,1,512,202.061
256,4096,1,1024,247.955
256,4096,1,2048,270.334
256,4096,1,4096,274.096
256,4096,1,8192,395.061
256,4096,1,16384,645.676
256,4096,2,16,162.913
256,4096,2,32,163.266
256,4096,2,64,162.817
256,4096,2,128,177.218
256,4096,2,256,192.757
256,4096,2,512,223.272
256,4096,2,1024,269.821
256,4096,2,2048,270.404
256,4096,2,4096,274.045
256,4096,2,8192,395.861
256,4096,2,16384,646.593
256,4096,4,16,173.943
256,4096,4,32,174.689
256,4096,4,64,174.744
256,4096,4,128,193.612
256,4096,4,256,212.417
256,4096,4,512,250.321
256,4096,4,1024,270.438
256,4096,4,2048,273.513
256,4096,4,4096,275.897
256,4096,4,8192,523.397
256,4096,4,16384,1027.58
256,4096,8,16,198.816
256,4096,8,32,199.712
256,4096,8,64,199.381
256,4096,8,128,236.083
256,4096,8,256,269.948
256,4096,8,512,270.993
256,4096,8,1024,304.806
256,4096,8,2048,344.91
256,4096,8,4096,409.667
256,4096,8,8192,785.824
256,4096,8,16384,1530.41
256,4096,16,16,248.553
256,4096,16,32,249.938
256,4096,16,64,250.71
256,4096,16,128,271.955
256,4096,16,256,284.971
256,4096,16,512,314.258
256,4096,16,1024,378.788
256,4096,16,2048,482.809
256,4096,16,4096,675.518
256,4096,16,8192,1329.41
256,4096,16,16384,2627.17
256,4096,32,16,282.389
256,4096,32,32,282.016
256,4096,32,64,284.385
256,4096,32,128,309.197
256,4096,32,256,339.476
256,4096,32,512,402.449
256,4096,32,1024,529.381
256,4096,32,2048,756.416
256,4096,32,4096,1283.36
256,4096,32,8192,3020.6
256,4096,32,16384,6368.56
256,4096,64,16,329.604
256,4096,64,32,330.339
256,4096,64,64,332.591
256,4096,64,128,393.218
256,4096,64,256,462.636
256,4096,64,512,593.811
256,4096,64,1024,853.21
256,4096,64,2048,1523.84
256,4096,64,4096,3083.13
256,4096,64,8192,8391.55
256,4096,64,16384,16689.7
256,4096,128,16,434.603
256,4096,128,32,435.002
256,4096,128,64,439.492
256,4096,128,128,562.202
256,4096,128,256,698.714
256,4096,128,512,990.276
256,4096,128,1024,1622.05
256,4096,128,2048,4626.15
256,4096,128,4096,9126.24
256,4096,128,8192,18093.5
256,4096,128,16384,36089.7
256,8192,0,0,269.384
256,8192,1,16,282.594
256,8192,1,32,282.908
256,8192,1,64,282.928
256,8192,1,128,293.299
256,8192,1,256,305.371
256,8192,1,512,327.334
256,8192,1,1024,374.157
256,8192,1,2048,466.054
256,8192,1,4096,525.31
256,8192,1,8192,527.098
256,8192,1,16384,772.851
256,8192,2,16,288.027
256,8192,2,32,288.672
256,8192,2,64,289.082
256,8192,2,128,304.006
256,8192,2,256,318.535
256,8192,2,512,348.633
256,8192,2,1024,409.741
256,8192,2,2048,518.721
256,8192,2,4096,524.601
256,8192,2,8192,527.442
256,8192,2,16384,780.745
256,8192,4,16,299.506
256,8192,4,32,298.189
256,8192,4,64,300.196
256,8192,4,128,318.16
256,8192,4,256,338.168
256,8192,4,512,376.097
256,8192,4,1024,453.125
256,8192,4,2048,519.813
256,8192,4,4096,526.471
256,8192,4,8192,532.318
256,8192,4,16384,1030.51
256,8192,8,16,323.301
256,8192,8,32,323.76
256,8192,8,64,324.405
256,8192,8,128,360.653
256,8192,8,256,399.475
256,8192,8,512,476.198
256,8192,8,1024,524.308
256,8192,8,2048,583.481
256,8192,8,4096,659.106
256,8192,8,8192,793.539
256,8192,8,16384,1554.16
256,8192,16,16,374.075
256,8192,16,32,375.054
256,8192,16,64,375.685
256,8192,16,128,440.707
256,8192,16,256,510.079
256,8192,16,512,524.194
256,8192,16,1024,592.71
256,8192,16,2048,720.12
256,8192,16,4096,924.718
256,8192,16,8192,1317.08
256,8192,16,16384,2640.53
256,8192,32,16,472.944
256,8192,32,32,474.457
256,8192,32,64,476.304
256,8192,32,128,529.624
256,8192,32,256,551.097
256,8192,32,512,609.485
256,8192,32,1024,742.485
256,8192,32,2048,995.345
256,8192,32,4096,1534.69
256,8192,32,8192,2519.81
256,8192,32,16384,6795.66
256,8192,64,16,547.637
256,8192,64,32,546.569
256,8192,64,64,545.714
256,8192,64,128,602.901
256,8192,64,256,669.265
256,8192,64,512,805.458
256,8192,64,1024,1070.97
256,8192,64,2048,1678.8
256,8192,64,4096,3324.74
256,8192,64,8192,7229.14
256,8192,64,16384,16896.9
256,8192,128,16,638.147
256,8192,128,32,641.972
256,8192,128,64,645.209
256,8192,128,128,771.907
256,8192,128,256,911.342
256,8192,128,512,1201.11
256,8192,128,1024,1841.8
256,8192,128,2048,4776.41
256,8192,128,4096,9208.4
256,8192,128,8192,18200
256,8192,128,16384,36131.8
256,16384,0,0,525.774
256,16384,1,16,537.917
256,16384,1,32,536.473
256,16384,1,64,538.598
256,16384,1,128,549.487
256,16384,1,256,559.122
256,16384,1,512,583.673
256,16384,1,1024,630.08
256,16384,1,2048,720.96
256,16384,1,4096,903.464
256,16384,1,8192,1025.73
256,16384,1,16384,1036.06
256,16384,2,16,541.624
256,16384,2,32,541.701
256,16384,2,64,542.048
256,16384,2,128,556.748
256,16384,2,256,571.045
256,16384,2,512,602.457
256,16384,2,1024,663.763
256,16384,2,2048,786.489
256,16384,2,4096,1024.38
256,16384,2,8192,1025.66
256,16384,2,16384,1041.46
256,16384,4,16,551.354
256,16384,4,32,552.199
256,16384,4,64,551.013
256,16384,4,128,571.055
256,16384,4,256,589.626
256,16384,4,512,628.693
256,16384,4,1024,704.311
256,16384,4,2048,859.172
256,16384,4,4096,1018.76
256,16384,4,8192,1024.71
256,16384,4,16384,1043.91
256,16384,8,16,574.941
256,16384,8,32,575.608
256,16384,8,64,576.361
256,16384,8,128,611.267
256,16384,8,256,649.218
256,16384,8,512,725.849
256,16384,8,1024,879.202
256,16384,8,2048,1018.45
256,16384,8,4096,1142.87
256,16384,8,8192,1294.73
256,16384,8,16384,1559.97
256,16384,16,16,624.59
256,16384,16,32,623.53
256,16384,16,64,624.73
256,16384,16,128,690.807
256,16384,16,256,760.141
256,16384,16,512,899.44
256,16384,16,1024,1021.02
256,16384,16,2048,1126.09
256,16384,16,4096,1409.44
256,16384,16,8192,1817.85
256,16384,16,16384,2594.58
256,16384,32,16,723.318
256,16384,32,32,725.075
256,16384,32,64,726.028
256,16384,32,128,850.351
256,16384,32,256,979.893
256,16384,32,512,1047.76
256,16384,32,1024,1153.39
256,16384,32,2048,1405.21
256,16384,32,4096,2001.76
256,16384,32,8192,3032.26
256,16384,32,16384,5111.42
256,16384,64,16,919.615
256,16384,64,32,924.323
256,16384,64,64,929.368
256,16384,64,128,1045.4
256,16384,64,256,1097.67
256,16384,64,512,1221.95
256,16384,64,1024,1488.1
256,16384,64,2048,2127.1
256,16384,64,4096,3789.16
256,16384,64,8192,8333.99
256,16384,64,16384,15940.4
256,16384,128,16,1074.12
256,16384,128,32,1078.66
256,16384,128,64,1079.14
256,16384,128,128,1188.83
256,16384,128,256,1320.74
256,16384,128,512,1608.36
256,16384,128,1024,2268.42
256,16384,128,2048,5146.69
256,16384,128,4096,9527.08
256,16384,128,8192,18354.6
256,16384,128,16384,36310.2
512,0,0,0,41.0747
512,0,1,16,42.601
512,0,1,32,42.3443
512,0,1,64,42.6537
512,0,1,128,43.272
512,0,1,256,44.254
512,0,1,512,48.3607
512,0,1,1024,66.2683
512,0,1,2048,97.45
512,0,1,4096,159.235
512,0,1,8192,283.654
512,0,1,16384,531.004
512,0,2,16,44.6053
512,0,2,32,44.531
512,0,2,64,44.808
512,0,2,128,46.6857
512,0,2,256,48.4237
512,0,2,512,55.0363
512,0,2,1024,74.951
512,0,2,2048,105.829
512,0,2,4096,167.524
512,0,2,8192,292.359
512,0,2,16384,541.873
512,0,4,16,49.16
512,0,4,32,49.245
512,0,4,64,49.4163
512,0,4,128,52.4023
512,0,4,256,55.9123
512,0,4,512,66.4603
512,0,4,1024,91.9957
512,0,4,2048,144.963
512,0,4,4096,268.2
512,0,4,8192,394.161
512,0,4,16384,642.695
512,0,8,16,57.0743
512,0,8,32,57.128
512,0,8,64,57.6077
512,0,8,128,64.0503
512,0,8,256,71.0367
512,0,8,512,89.339
512,0,8,1024,129.669
512,0,8,2048,213.487
512,0,8,4096,364.985
512,0,8,8192,616.222
512,0,8,16384,1116.55
512,0,16,16,72.754
512,0,16,32,72.9993
512,0,16,64,73.266
512,0,16,128,86.8973
512,0,16,256,100.7
512,0,16,512,134.757
512,0,16,1024,206.017
512,0,16,2048,351.732
512,0,16,4096,608.98
512,0,16,8192,1112.48
512,0,16,16384,2121.02
512,0,32,16,103.325
512,0,32,32,103.645
512,0,32,64,104.477
512,0,32,128,131.836
512,0,32,256,160.859
512,0,32,512,227.887
512,0,32,1024,361.418
512,0,32,2048,626.594
512,0,32,4096,1127.86
512,0,32,8192,2144.2
512,0,32,16384,4175.23
512,0,64,16,163.122
512,0,64,32,163.985
512,0,64,64,165.606
512,0,64,128,221.23
