layer,pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
attention,256,n<=32,sr>70%,kvB<=1k,kp<=512,0.3,4
attention,256,n<=32,sr>70%,kvB<=1k,kp<=8k,0.2561,4
attention,256,n<=32,sr>70%,kvB<=1k,kp=0,0.309,4
attention,256,n<=32,sr>70%,kvB<=4k,kp<=1k,0.0814,4
attention,256,n<=32,sr>70%,kvB<=4k,kp<=2k,0.0685,4
attention,256,n<=32,sr>70%,kvB<=4k,kp<=4k,-0.0023,4
attention,256,n<=32,sr>70%,kvB<=4k,kp<=512,0.0866,4
attention,256,n<=32,sr>70%,kvB<=4k,kp<=8k,0.0395,4
attention,256,n<=32,sr>70%,kvB<=4k,kp=0,0.1693,4
attention,256,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.3479,2
attention,256,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.442,2
attention,256,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.509,2
attention,256,n<=4,sr<=40%,kvB<=16k,kp<=512,0.3319,2
attention,256,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.4673,2
attention,256,n<=4,sr<=40%,kvB<=16k,kp=0,0.3129,2
attention,256,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.2221,2
attention,256,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.0485,2
attention,256,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.0878,2
attention,256,n<=4,sr<=40%,kvB<=1k,kp<=512,0.421,2
attention,256,n<=4,sr<=40%,kvB<=1k,kp<=8k,-0.1411,2
attention,256,n<=4,sr<=40%,kvB<=1k,kp=0,0.4877,2
attention,256,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.5032,2
attention,256,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.4401,2
attention,256,n<=4,sr<=40%,kvB<=4k,kp<=4k,0.0379,2
attention,256,n<=4,sr<=40%,kvB<=4k,kp<=512,0.4246,2
attention,256,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.2669,2
attention,256,n<=4,sr<=40%,kvB<=4k,kp=0,0.3561,2
attention,256,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.202,2
attention,256,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.3168,2
attention,256,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.3732,2
attention,256,n<=4,sr<=70%,kvB<=16k,kp<=512,0.1223,2
attention,256,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.5929,2
attention,256,n<=4,sr<=70%,kvB<=16k,kp=0,0.028,2
attention,256,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.3848,2
attention,256,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.1972,2
attention,256,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.441,2
attention,256,n<=4,sr<=70%,kvB<=1k,kp<=512,0.4442,2
attention,256,n<=4,sr<=70%,kvB<=1k,kp<=8k,-0.5,2
attention,256,n<=4,sr<=70%,kvB<=1k,kp=0,0.5044,2
attention,256,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.4425,2
attention,256,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.5511,2
attention,256,n<=4,sr<=70%,kvB<=4k,kp<=4k,0.5581,2
attention,256,n<=4,sr<=70%,kvB<=4k,kp<=512,0.3727,2
attention,256,n<=4,sr<=70%,kvB<=4k,kp<=8k,-0.2728,2
attention,256,n<=4,sr<=70%,kvB<=4k,kp=0,0.1926,2
attention,256,n<=4,sr>70%,kvB<=16k,kp<=1k,0.805,2
attention,256,n<=4,sr>70%,kvB<=16k,kp<=2k,0.6335,2
attention,256,n<=4,sr>70%,kvB<=16k,kp<=4k,0.4501,2
attention,256,n<=4,sr>70%,kvB<=16k,kp<=512,0.8758,2
attention,256,n<=4,sr>70%,kvB<=16k,kp<=8k,0.8256,2
attention,256,n<=4,sr>70%,kvB<=16k,kp=0,0.8958,2
attention,256,n<=4,sr>70%,kvB<=1k,kp<=1k,0.5861,2
attention,256,n<=4,sr>70%,kvB<=1k,kp<=2k,0.6716,2
attention,256,n<=4,sr>70%,kvB<=1k,kp<=4k,0.6943,2
attention,256,n<=4,sr>70%,kvB<=1k,kp<=512,0.6952,2
attention,256,n<=4,sr>70%,kvB<=1k,kp<=8k,0.6431,2
attention,256,n<=4,sr>70%,kvB<=1k,kp=0,0.5682,2
attention,256,n<=4,sr>70%,kvB<=4k,kp<=1k,0.6167,2
attention,256,n<=4,sr>70%,kvB<=4k,kp<=2k,0.8763,2
attention,256,n<=4,sr>70%,kvB<=4k,kp<=4k,0.8332,2
attention,256,n<=4,sr>70%,kvB<=4k,kp<=512,0.5119,2
attention,256,n<=4,sr>70%,kvB<=4k,kp<=8k,0.7597,2
attention,256,n<=4,sr>70%,kvB<=4k,kp=0,0.7622,2
attention,256,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.0455,4
attention,256,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.033,4
attention,256,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.021,4
attention,256,n<=64,sr<=15%,kvB<=16k,kp<=512,0.047,4
attention,256,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.0405,4
attention,256,n<=64,sr<=15%,kvB<=16k,kp=0,0.0491,4
attention,256,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.0706,4
attention,256,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.072,4
attention,256,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.073,4
attention,256,n<=64,sr<=15%,kvB<=1k,kp<=512,0.0766,4
attention,256,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.0752,4
attention,256,n<=64,sr<=15%,kvB<=1k,kp=0,0.0986,4
attention,256,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.0373,4
attention,256,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.0239,4
attention,256,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.0071,4
attention,256,n<=64,sr<=15%,kvB<=4k,kp<=512,0.0399,4
attention,256,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.013,4
attention,256,n<=64,sr<=15%,kvB<=4k,kp=0,0.0391,4
attention,256,n<=64,sr<=40%,kvB<=16k,kp<=1k,0.2344,2
attention,256,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.2476,2
attention,256,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.1127,2
attention,256,n<=64,sr<=40%,kvB<=16k,kp<=512,0.2365,2
attention,256,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.1284,2
attention,256,n<=64,sr<=40%,kvB<=16k,kp=0,0.2431,2
attention,256,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.1012,2
attention,256,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.1063,2
attention,256,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.1131,2
attention,256,n<=64,sr<=40%,kvB<=1k,kp<=512,0.1114,2
attention,256,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.1181,2
attention,256,n<=64,sr<=40%,kvB<=1k,kp=0,0.1341,2
attention,256,n<=64,sr<=40%,kvB<=4k,kp<=1k,0.0206,2
attention,256,n<=64,sr<=40%,kvB<=4k,kp<=2k,0.012,2
attention,256,n<=64,sr<=40%,kvB<=4k,kp<=4k,-0.0096,2
attention,256,n<=64,sr<=40%,kvB<=4k,kp<=512,0.0212,2
attention,256,n<=64,sr<=40%,kvB<=4k,kp<=8k,-0.0108,2
attention,256,n<=64,sr<=40%,kvB<=4k,kp=0,0.0204,2
attention,256,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.0239,6
attention,256,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.008,6
attention,256,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.0019,6
attention,256,n<=64,sr<=5%,kvB<=16k,kp<=512,0.0312,6
attention,256,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.0232,6
attention,256,n<=64,sr<=5%,kvB<=16k,kp=0,0.0327,6
attention,256,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.0184,6
attention,256,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.0206,6
attention,256,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.0192,6
attention,256,n<=64,sr<=5%,kvB<=1k,kp<=512,0.026,6
attention,256,n<=64,sr<=5%,kvB<=1k,kp<=8k,0.0254,6
attention,256,n<=64,sr<=5%,kvB<=1k,kp=0,0.05,6
attention,256,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.0388,6
attention,256,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.0253,6
attention,256,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.0113,6
attention,256,n<=64,sr<=5%,kvB<=4k,kp<=512,0.0425,6
attention,256,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.0147,6
attention,256,n<=64,sr<=5%,kvB<=4k,kp=0,0.0411,6
attention,256,n<=64,sr<=70%,kvB<=16k,kp<=1k,1.588,2
attention,256,n<=64,sr<=70%,kvB<=16k,kp<=2k,1.4221,2
attention,256,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.4263,2
attention,256,n<=64,sr<=70%,kvB<=16k,kp<=512,1.5855,2
attention,256,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.6309,2
attention,256,n<=64,sr<=70%,kvB<=16k,kp=0,1.5865,2
attention,256,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.0481,2
attention,256,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.0346,2
attention,256,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.0539,2
attention,256,n<=64,sr<=70%,kvB<=1k,kp<=512,0.0602,2
attention,256,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.0571,2
attention,256,n<=64,sr<=70%,kvB<=1k,kp=0,0.0635,2
attention,256,n<=64,sr<=70%,kvB<=4k,kp<=1k,0.0104,2
attention,256,n<=64,sr<=70%,kvB<=4k,kp<=2k,-0.0005,2
attention,256,n<=64,sr<=70%,kvB<=4k,kp<=4k,-0.0129,2
attention,256,n<=64,sr<=70%,kvB<=4k,kp<=512,0.0094,2
attention,256,n<=64,sr<=70%,kvB<=4k,kp<=8k,-0.0282,2
attention,256,n<=64,sr<=70%,kvB<=4k,kp=0,0.0013,2
attention,256,n<=64,sr>70%,kvB<=16k,kp<=1k,4.8759,4
attention,256,n<=64,sr>70%,kvB<=16k,kp<=2k,4.1214,4
attention,256,n<=64,sr>70%,kvB<=16k,kp<=4k,0.6854,4
attention,256,n<=64,sr>70%,kvB<=16k,kp<=512,4.8293,4
attention,256,n<=64,sr>70%,kvB<=16k,kp<=8k,1.0215,4
attention,256,n<=64,sr>70%,kvB<=16k,kp=0,4.9417,4
attention,256,n<=64,sr>70%,kvB<=1k,kp<=1k,0.2776,4
attention,256,n<=64,sr>70%,kvB<=1k,kp<=2k,0.2392,4
attention,256,n<=64,sr>70%,kvB<=1k,kp<=4k,0.2913,4
attention,256,n<=64,sr>70%,kvB<=1k,kp<=512,0.2864,4
attention,256,n<=64,sr>70%,kvB<=1k,kp<=8k,0.2846,4
attention,256,n<=64,sr>70%,kvB<=1k,kp=0,0.2826,4
attention,256,n<=64,sr>70%,kvB<=4k,kp<=1k,-0.0533,4
attention,256,n<=64,sr>70%,kvB<=4k,kp<=2k,0.0685,4
attention,256,n<=64,sr>70%,kvB<=4k,kp<=4k,-0.0273,4
attention,256,n<=64,sr>70%,kvB<=4k,kp<=512,-0.0934,4
attention,256,n<=64,sr>70%,kvB<=4k,kp<=8k,-0.0736,4
attention,256,n<=64,sr>70%,kvB<=4k,kp=0,-0.1528,4
attention,256,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.2872,2
attention,256,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.2783,2
attention,256,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.2464,2
attention,256,n<=8,sr<=15%,kvB<=16k,kp<=512,0.3007,2
attention,256,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.1333,2
attention,256,n<=8,sr<=15%,kvB<=16k,kp=0,0.2781,6
attention,256,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.077,2
attention,256,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.1044,2
attention,256,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0905,2
attention,256,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1803,2
attention,256,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0549,2
attention,256,n<=8,sr<=15%,kvB<=1k,kp=0,0.3295,7
attention,256,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.2424,2
attention,256,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.1342,2
attention,256,n<=8,sr<=15%,kvB<=4k,kp<=4k,-0.0207,2
attention,256,n<=8,sr<=15%,kvB<=4k,kp<=512,0.2699,2
attention,256,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.0551,2
attention,256,n<=8,sr<=15%,kvB<=4k,kp=0,0.2848,6
attention,256,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.303,4
attention,256,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.2624,4
attention,256,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.2422,4
attention,256,n<=8,sr<=40%,kvB<=16k,kp<=512,0.307,4
attention,256,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.099,4
attention,256,n<=8,sr<=40%,kvB<=16k,kp=0,0.2854,4
attention,256,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.0055,4
attention,256,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0497,4
attention,256,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0982,4
attention,256,n<=8,sr<=40%,kvB<=1k,kp<=512,0.1667,4
attention,256,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.067,4
attention,256,n<=8,sr<=40%,kvB<=1k,kp=0,0.3058,4
attention,256,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.2402,4
attention,256,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0878,4
attention,256,n<=8,sr<=40%,kvB<=4k,kp<=4k,-0.1038,4
attention,256,n<=8,sr<=40%,kvB<=4k,kp<=512,0.2603,4
attention,256,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.1009,4
attention,256,n<=8,sr<=40%,kvB<=4k,kp=0,0.2933,4
attention,256,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.2707,2
attention,256,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.2301,2
attention,256,n<=8,sr<=70%,kvB<=16k,kp<=4k,0.142,2
attention,256,n<=8,sr<=70%,kvB<=16k,kp<=512,0.28,2
attention,256,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.1622,2
attention,256,n<=8,sr<=70%,kvB<=16k,kp=0,0.3008,6
attention,256,n<=8,sr<=70%,kvB<=1k,kp<=1k,0.0751,2
attention,256,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.0341,2
attention,256,n<=8,sr<=70%,kvB<=1k,kp<=4k,0.2202,2
attention,256,n<=8,sr<=70%,kvB<=1k,kp<=512,0.1284,2
attention,256,n<=8,sr<=70%,kvB<=1k,kp<=8k,0.0913,2
attention,256,n<=8,sr<=70%,kvB<=1k,kp=0,0.276,7
attention,256,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.2331,2
attention,256,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.1214,2
attention,256,n<=8,sr<=70%,kvB<=4k,kp<=4k,-0.0414,2
attention,256,n<=8,sr<=70%,kvB<=4k,kp<=512,0.2418,2
attention,256,n<=8,sr<=70%,kvB<=4k,kp<=8k,-0.1275,2
attention,256,n<=8,sr<=70%,kvB<=4k,kp=0,0.2845,6
attention,256,n<=8,sr>70%,kvB<=16k,kp<=1k,0.6688,4
attention,256,n<=8,sr>70%,kvB<=16k,kp<=2k,0.4855,4
attention,256,n<=8,sr>70%,kvB<=16k,kp<=4k,0.3523,4
attention,256,n<=8,sr>70%,kvB<=16k,kp<=512,0.7891,4
attention,256,n<=8,sr>70%,kvB<=16k,kp<=8k,0.1174,4
attention,256,n<=8,sr>70%,kvB<=16k,kp=0,0.8489,4
attention,256,n<=8,sr>70%,kvB<=1k,kp<=1k,-0.1801,4
attention,256,n<=8,sr>70%,kvB<=1k,kp<=2k,-0.064,4
attention,256,n<=8,sr>70%,kvB<=1k,kp<=4k,-0.0087,4
attention,256,n<=8,sr>70%,kvB<=1k,kp<=512,0.2618,4
attention,256,n<=8,sr>70%,kvB<=1k,kp<=8k,0.4143,4
attention,256,n<=8,sr>70%,kvB<=1k,kp=0,0.4123,4
attention,256,n<=8,sr>70%,kvB<=4k,kp<=1k,0.276,4
attention,256,n<=8,sr>70%,kvB<=4k,kp<=2k,0.1793,4
attention,256,n<=8,sr>70%,kvB<=4k,kp<=4k,-0.489,4
attention,256,n<=8,sr>70%,kvB<=4k,kp<=512,0.3362,4
attention,256,n<=8,sr>70%,kvB<=4k,kp<=8k,-0.4068,4
attention,256,n<=8,sr>70%,kvB<=4k,kp=0,0.6467,4
attention,512,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.1012,4
attention,512,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0355,4
attention,512,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0471,4
attention,512,n<=128,sr<=15%,kvB<=16k,kp<=512,0.1031,4
attention,512,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0182,4
attention,512,n<=128,sr<=15%,kvB<=16k,kp=0,0.1023,4
attention,512,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0656,4
attention,512,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0691,4
attention,512,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0651,4
attention,512,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0637,4
attention,512,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0704,4
attention,512,n<=128,sr<=15%,kvB<=1k,kp=0,0.0656,4
attention,512,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0088,4
attention,512,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0017,4
attention,512,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0032,4
attention,512,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0084,4
attention,512,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0026,4
attention,512,n<=128,sr<=15%,kvB<=4k,kp=0,0.0073,4
attention,512,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.1854,2
attention,512,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0537,2
attention,512,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.044,2
attention,512,n<=128,sr<=40%,kvB<=16k,kp<=512,0.1808,2
attention,512,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.1537,2
attention,512,n<=128,sr<=40%,kvB<=16k,kp=0,0.1875,2
attention,512,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.1015,2
attention,512,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0936,2
attention,512,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.1041,2
attention,512,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0984,2
attention,512,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.1126,2
attention,512,n<=128,sr<=40%,kvB<=1k,kp=0,0.1026,2
attention,512,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0244,2
attention,512,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0155,2
attention,512,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0089,2
attention,512,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0149,2
attention,512,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0101,2
attention,512,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0208,2
attention,512,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0208,8
attention,512,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0085,8
attention,512,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0143,8
attention,512,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0154,8
attention,512,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0168,8
attention,512,n<=128,sr<=5%,kvB<=16k,kp=0,0.0144,8
attention,512,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.01,8
attention,512,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0109,8
attention,512,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0096,8
attention,512,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0101,8
attention,512,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0107,8
attention,512,n<=128,sr<=5%,kvB<=1k,kp=0,0.014,8
attention,512,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.012,8
attention,512,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.005,8
attention,512,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0047,8
attention,512,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0134,8
attention,512,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0067,8
attention,512,n<=128,sr<=5%,kvB<=4k,kp=0,0.012,8
attention,512,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.1623,2
attention,512,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.0442,2
attention,512,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.0285,2
attention,512,n<=128,sr<=70%,kvB<=16k,kp<=512,0.2838,2
attention,512,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.0352,2
attention,512,n<=128,sr<=70%,kvB<=16k,kp=0,0.296,2
attention,512,n<=128,sr<=70%,kvB<=1k,kp<=1k,0.0287,2
attention,512,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0323,2
attention,512,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.054,2
attention,512,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0468,2
attention,512,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0636,2
attention,512,n<=128,sr<=70%,kvB<=1k,kp=0,0.0456,2
attention,512,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0619,2
attention,512,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0853,2
attention,512,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.1437,2
attention,512,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.111,2
attention,512,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.1524,2
attention,512,n<=128,sr<=70%,kvB<=4k,kp=0,-0.1117,2
attention,512,n<=128,sr>70%,kvB<=16k,kp<=1k,0.3178,4
attention,512,n<=128,sr>70%,kvB<=16k,kp<=2k,0.0673,4
attention,512,n<=128,sr>70%,kvB<=16k,kp<=4k,0.0202,4
attention,512,n<=128,sr>70%,kvB<=16k,kp<=512,0.3997,4
attention,512,n<=128,sr>70%,kvB<=16k,kp<=8k,0.2614,4
attention,512,n<=128,sr>70%,kvB<=16k,kp=0,0.4546,4
attention,512,n<=128,sr>70%,kvB<=1k,kp<=1k,0.2707,4
attention,512,n<=128,sr>70%,kvB<=1k,kp<=2k,0.2389,4
attention,512,n<=128,sr>70%,kvB<=1k,kp<=4k,0.3024,4
attention,512,n<=128,sr>70%,kvB<=1k,kp<=512,0.281,4
attention,512,n<=128,sr>70%,kvB<=1k,kp<=8k,0.343,4
attention,512,n<=128,sr>70%,kvB<=1k,kp=0,0.2662,4
attention,512,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.538,4
attention,512,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0316,4
attention,512,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.5068,4
attention,512,n<=128,sr>70%,kvB<=4k,kp<=512,-0.5945,4
attention,512,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.3039,4
attention,512,n<=128,sr>70%,kvB<=4k,kp=0,-0.61,4
attention,512,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.1414,4
attention,512,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.138,4
attention,512,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.1212,4
attention,512,n<=16,sr<=15%,kvB<=16k,kp<=512,0.1421,4
attention,512,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0809,4
attention,512,n<=16,sr<=15%,kvB<=16k,kp=0,0.1376,4
attention,512,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0672,4
attention,512,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0728,4
attention,512,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0919,4
attention,512,n<=16,sr<=15%,kvB<=1k,kp<=512,0.0765,4
attention,512,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.07,4
attention,512,n<=16,sr<=15%,kvB<=1k,kp=0,0.1593,4
attention,512,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1249,4
attention,512,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0789,4
attention,512,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.011,4
attention,512,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1484,4
attention,512,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0197,4
attention,512,n<=16,sr<=15%,kvB<=4k,kp=0,0.154,4
attention,512,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.1305,4
attention,512,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.1279,4
attention,512,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.1221,4
attention,512,n<=16,sr<=40%,kvB<=16k,kp<=512,0.1279,4
attention,512,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.0794,4
attention,512,n<=16,sr<=40%,kvB<=16k,kp=0,0.1192,4
attention,512,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0709,4
attention,512,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.07,4
attention,512,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.0968,4
attention,512,n<=16,sr<=40%,kvB<=1k,kp<=512,0.076,4
attention,512,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.0957,4
attention,512,n<=16,sr<=40%,kvB<=1k,kp=0,0.1663,4
attention,512,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.1276,4
attention,512,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.0751,4
attention,512,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.0003,4
attention,512,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1387,4
attention,512,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.0085,4
attention,512,n<=16,sr<=40%,kvB<=4k,kp=0,0.1423,4
attention,512,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.1101,2
attention,512,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.1149,2
attention,512,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.1111,2
attention,512,n<=16,sr<=70%,kvB<=16k,kp<=512,0.1014,2
attention,512,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.0625,2
attention,512,n<=16,sr<=70%,kvB<=16k,kp=0,0.0892,2
attention,512,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0457,2
attention,512,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0475,2
attention,512,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.0548,2
attention,512,n<=16,sr<=70%,kvB<=1k,kp<=512,0.0617,2
attention,512,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.0662,2
attention,512,n<=16,sr<=70%,kvB<=1k,kp=0,0.1378,2
attention,512,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.0911,2
