layer,prefill_chunk,kv_prefill,n_decode,kv_decode,decode_q_len,time_us
attention,16,0,1,32768,9,899.747
attention,16,0,1,65536,1,965.936
attention,16,0,1,65536,2,968.443
attention,16,0,1,65536,3,962.125
attention,16,0,1,65536,5,895.865
attention,16,0,1,65536,9,902.48
attention,16,0,1,131072,1,967.439
attention,16,0,1,131072,2,970.16
attention,16,0,1,131072,3,961.764
attention,16,0,1,131072,5,897.114
attention,16,0,1,131072,9,901.667
attention,16,0,1,163830,1,967.066
attention,16,0,1,163830,2,970.404
attention,16,0,1,163830,3,966.595
attention,16,0,1,163830,5,896.975
attention,16,0,1,163830,9,901.444
attention,16,0,2,16,1,1079.15
attention,16,0,2,16,2,1201.92
attention,16,0,2,16,3,1310.33
attention,16,0,2,16,5,1434.34
attention,16,0,2,16,9,1853.63
attention,16,0,2,32,1,1073.7
attention,16,0,2,32,2,1189.64
attention,16,0,2,32,3,1298.82
attention,16,0,2,32,5,1411.98
attention,16,0,2,32,9,1833.49
attention,16,0,2,64,1,1071.37
attention,16,0,2,64,2,1184.55
attention,16,0,2,64,3,1287.06
attention,16,0,2,64,5,1399.27
