prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
224,704,1,True,79971.75,79973.59400000001,80034.922,80406.17199999999
224,736,1,True,82321.09893333333,82320.156,82440.40599999999,82527.5
224,768,1,True,84243.12506666667,84196.25,84478.5624,84572.344
224,800,1,True,84885.78133333333,84892.42199999999,85022.4688,85141.25
224,832,1,True,87022.7188,87011.25,87093.3752,87165.0
224,864,1,True,88973.82813333333,88956.25,89100.7656,89187.5
224,896,1,True,91038.224,91023.75,91132.70319999999,91187.42199999999
224,928,1,True,93072.2396,93085.0,93191.23439999999,93499.92199999999
224,960,1,True,97911.40106666667,97901.32800000001,98008.1252,98082.578
224,992,1,True,100224.41146666667,100274.922,100377.4688,100390.156
224,1024,1,True,102245.14586666667,102255.0,102335.7344,102416.328
224,1024,1,True,102245.79173333335,102260.0,102343.6876,102371.172
224,1088,1,True,105724.78653333335,105712.578,105825.40639999999,105876.094
224,1152,1,True,109475.29173333335,109452.42199999999,109591.15639999999,109606.25
224,1216,1,True,116243.9844,116233.906,116288.75,116557.344
224,1280,1,True,121206.63026666667,121196.25,121338.2032,121352.5
224,1344,1,True,123875.2188,123887.5,123932.6876,123941.09400000001
224,1408,1,True,127856.13546666667,127857.5,127910.7812,128088.672
224,1472,1,True,134821.07813333333,134854.922,134990.4532,134997.5
224,1536,1,True,139619.7916,139603.906,139700.57799999998,139704.92200000002
224,1600,1,True,145016.7656,144997.5,145095.8908,145300.078
224,1664,1,True,149073.39586666666,149071.172,149126.1876,149213.828
224,1728,1,True,155417.94786666665,155411.172,155505.406,155512.656
224,1792,1,True,160592.22400000002,160606.172,160686.2656,160887.422
256,0,1,True,25266.635466666663,25261.094,25336.827999999998,25377.422
256,32,1,True,36180.93226666666,36178.75,36261.0312,36293.828
256,64,1,True,38256.28639999999,38256.328,38347.5,38351.25
256,96,1,True,40141.51040000001,40138.905999999995,40284.7656,40336.172
256,128,1,True,42032.31773333333,42020.0,42120.453199999996,42171.328
256,160,1,True,46580.60933333333,46576.25,46658.4064,46680.078
256,192,1,True,50201.97906666667,50210.234,50314.2656,50351.328
256,224,1,True,53244.81253333334,53233.75,53283.1408,53601.25
256,256,1,True,51834.11973333334,51847.5,51895.9376,51996.328
256,288,1,True,56827.89573333333,56807.578,56933.5624,56942.5
256,320,1,True,59030.34893333333,59046.172,59164.75,59208.827999999994
256,352,1,True,61310.2864,61292.5,61405.7812,61463.984000000004
256,384,1,True,63400.94786666666,63355.0,63519.953199999996,63548.828
256,416,1,True,69338.2188,69307.422,69525.9688,69558.75
256,448,1,True,71952.45306666665,71951.406,72034.9844,72059.922
256,480,1,True,74569.2396,74463.82800000001,74848.93759999999,74986.328
256,512,1,True,74289.07293333333,74268.75,74389.75,74461.172
256,544,1,True,79369.40626666667,79370.07800000001,79483.2188,79547.5
256,576,1,True,81619.79160000001,81592.57800000001,81737.0312,81886.484
256,608,1,True,84005.15106666667,83986.25,84099.1248,84121.32800000001
256,640,1,True,86229.36453333333,86197.5,86323.2968,86676.328
256,672,1,True,90859.2448,90855.07800000001,90994.8436,91052.5
256,704,1,True,93618.9896,93639.92199999999,93693.9688,93753.828
256,736,1,True,95728.57293333333,95756.25,95817.0312,95870.0
256,768,1,True,96561.17186666667,96556.25,96669.0312,96693.672
